customerID,SentimentLabel
2232-DMLXU,negative
4811-JBUVU,neutral
0945-TSONX,neutral
2651-ZCBXV,positive
3316-UWXUY,negative
8937-RDTHP,negative
7083-MIOPC,positive
1984-GPTEH,neutral
1251-KRREG,negative
0621-JFHOL,positive
9903-LYSAB,positive
0094-OIFMO,neutral
9227-UAQFT,positive
7301-ABVAD,positive
6614-FHDBO,positive
7576-ASEJU,positive
9058-HRZSV,neutral
4522-AKYLR,neutral
0221-WMXNQ,neutral
0303-UNCIP,neutral
9947-OTFQU,negative
0322-YINQP,neutral
0959-WHOKV,neutral
4075-JFPGR,neutral
4629-NRXKX,neutral
9514-JDSKI,neutral
3282-ZISZV,positive
3675-YDUPJ,positive
4111-BNXIF,negative
7017-VFHAY,positive
6655-LHBYW,neutral
4959-JOSRX,neutral
5046-NUHWD,neutral
7273-TEFQD,positive
3606-TWKGI,positive
7529-ZDFXI,positive
7605-BDWDC,positive
1950-KSVVJ,neutral
0123-CRBRT,negative
6292-TOSSS,neutral
3197-ARFOY,neutral
6323-AYBRX,positive
7014-ZZXAW,positive
4385-GZQXV,positive
7633-MVPUY,neutral
6366-ZGQGL,neutral
4716-HHKQH,negative
5940-AHUHD,neutral
6432-TWQLB,positive
4484-GLZOU,positive
3179-GBRWV,positive
8645-KWHJO,negative
4130-MZLCC,positive
0314-TKOSI,negative
8229-MYEJZ,positive
2080-SRCDE,neutral
9577-WJVCQ,positive
9512-UIBFX,positive
6202-DYYFX,positive
3808-HFKDE,neutral
5583-SXDAG,neutral
3488-PGMQJ,neutral
3580-REOAC,positive
7534-BFESC,positive
3727-OWVYD,positive
2294-SALNE,neutral
4847-TAJYI,positive
1563-IWQEX,negative
8203-XJZRC,neutral
6556-DBKZF,positive
6851-WEFYX,neutral
2985-JUUBZ,neutral
6390-DSAZX,negative
0895-LMRSF,positive
8098-LLAZX,negative
8266-VBFQL,neutral
8181-YHCMF,positive
2240-HSJQD,neutral
1248-DYXUB,positive
0265-EDXBD,neutral
4115-BNPJY,neutral
3167-SNQPL,neutral
4091-TVOCN,positive
1098-TDVUQ,positive
7277-OZCGZ,negative
1557-EMYVT,neutral
2799-ARNLO,positive
7563-BIUPC,positive
5027-YOCXN,positive
3973-SKMLN,neutral
2321-OMBXY,neutral
2840-XANRC,negative
6745-JEFZB,neutral
5020-ZSTTY,negative
9880-TDQAC,neutral
8705-WZCYL,negative
7102-JJVTX,negative
8626-PTQGE,negative
4983-CLMLV,positive
5701-YVSVF,neutral
5804-LEPIM,positive
5697-GOMBF,negative
2739-CACDQ,neutral
9385-EHGDO,positive
9498-FIMXL,positive
2379-GYFLQ,positive
0122-OAHPZ,positive
2868-SNELZ,negative
4322-RCYMT,neutral
6680-NENYN,neutral
2088-IEBAU,neutral
7982-VCELR,positive
1343-EHPYB,neutral
6035-BXTTY,negative
6885-PKOAM,positive
7520-HQWJU,negative
9639-BUJXT,negative
5924-SNGKP,positive
0021-IKXGC,neutral
2034-GDRCN,neutral
8966-SNIZF,neutral
6243-OZGFH,positive
4654-DLAMQ,neutral
0513-RBGPE,negative
5160-UXJED,positive
4115-NZRKS,neutral
0219-YTZUE,negative
0623-IIHUG,negative
4572-DVCGN,neutral
3351-NGXYI,neutral
8984-EYLLL,positive
9057-MSWCO,neutral
9833-TGFHX,neutral
9294-TDIPC,neutral
5229-DTFYB,positive
0104-PPXDV,neutral
5176-LMJXE,neutral
3583-KRKMD,neutral
1010-DIAUQ,negative
9069-LGEUL,negative
7302-ZHMHP,positive
9571-EDEBV,neutral
3520-FJGCV,positive
6563-VRERX,positive
0259-GBZSH,neutral
6122-EFVKN,negative
2805-EDJPQ,positive
6862-CQUMB,neutral
7156-MXBJE,neutral
6158-HDPXZ,neutral
9601-BRXPO,positive
2863-IMQDR,neutral
5686-CMAWK,neutral
5651-CRHKQ,neutral
6905-NIQIN,positive
8204-YJCLA,neutral
5167-ZFFMM,positive
6583-SZVGP,positive
4895-TMWIR,positive
0533-BNWKF,positive
1708-PBBOA,neutral
8782-LKFPK,positive
5522-JBWMO,positive
3597-MVHJT,negative
9774-NRNAU,neutral
0224-RLWWD,negative
9967-ATRFS,positive
3951-NJCVI,neutral
2977-CEBSX,positive
0177-PXBAT,positive
6599-CEBNN,negative
2519-ERQOJ,negative
5876-QMYLD,positive
2277-AXSDC,negative
9442-JTWDL,negative
0979-PHULV,neutral
3067-SVMTC,positive
5495-GPSRW,positive
7606-BPHHN,positive
4742-DRORA,negative
0111-KLBQG,neutral
4800-VHZKI,neutral
7989-CHGTL,positive
0334-GDDSO,neutral
4163-NCJAK,negative
5233-AOZUF,negative
5973-EJGDP,positive
1996-DBMUS,neutral
7916-VCCPB,negative
4686-GEFRM,neutral
5249-QYHEX,negative
0578-SKVMF,neutral
5564-NEMQO,neutral
2233-FAGXV,positive
5605-IYGFG,positive
7663-ZTEGJ,negative
3935-TBRZZ,negative
8111-BKVDS,negative
2055-SIFSS,neutral
2806-MLNTI,positive
8734-DKSTZ,negative
4360-PNRQB,positive
6152-ONASV,positive
9063-ZGTUY,negative
7781-HVGMK,negative
2181-UAESM,neutral
2957-LOLHO,positive
6048-NJXHX,positive
2320-SLKMB,negative
4980-URKXC,positive
4376-KFVRS,positive
5886-VLQVU,positive
3577-AMVUX,neutral
0771-WLCLA,positive
5628-RKIFK,negative
0206-TBWLC,neutral
2937-FTHUR,positive
1910-FMXJM,neutral
7752-XUSCI,positive
4110-PFEUZ,negative
0732-OCQOC,negative
5168-MSWXT,positive
1090-ESELR,neutral
8592-PLTMQ,neutral
5760-WRAHC,positive
8847-GEOOQ,positive
0256-LTHVJ,neutral
4785-FCIFB,positive
8313-NDOIA,positive
5149-CUZUJ,positive
0942-KOWSM,negative
4237-CLSMM,neutral
1452-VOQCH,positive
4719-UMSIY,neutral
6614-VBEGU,positive
0880-TKATG,neutral
3811-VBYBZ,positive
1480-BKXGA,positive
2996-XAUVF,positive
9076-AXYIK,positive
5968-XQIVE,positive
8896-RAZCR,neutral
4640-UHDOS,neutral
4933-IKULF,neutral
3583-EKAPL,negative
1304-BCCFO,neutral
4104-PVRPS,positive
9399-APLBT,positive
2359-KMGLI,neutral
3780-DDGSE,positive
4431-EDMIQ,neutral
0306-JAELE,positive
6227-HWPWX,neutral
0486-LGCCH,neutral
0447-BEMNG,negative
4612-SSVHJ,negative
5168-MQQCA,negative
5949-XIKAE,neutral
7971-HLVXI,positive
9094-AZPHK,neutral
3649-JPUGY,positive
4472-LVYGI,positive
8372-JUXUI,positive
3552-CTCYF,neutral
6778-YSNIH,neutral
0388-EOPEX,neutral
5756-OZRIO,positive
6579-JPICP,positive
8205-OTCHB,positive
4134-BSXLX,positive
0505-SPOOW,negative
6235-VDHOM,neutral
7783-YKGDV,neutral
4374-YMUSQ,neutral
4513-CXYIX,neutral
3957-HHLMR,negative
7803-XOCCZ,neutral
5736-YEJAX,positive
5609-CEBID,positive
8981-FJGLA,positive
7218-HKQFK,neutral
4636-QRJKY,neutral
1135-LMECX,positive
4332-MUOEZ,neutral
8535-SFUTN,neutral
5956-VKDTT,neutral
8677-HDZEE,positive
2475-MROZF,positive
9412-GHEEC,positive
3482-ABPKK,neutral
6705-LXORM,neutral
0257-ZESQC,neutral
7531-GQHME,negative
5174-ITUMV,negative
4109-CYRBD,negative
0913-XWSCN,positive
6825-UYPFK,positive
8397-MVTAZ,positive
0750-EBAIU,neutral
8606-CIQUL,neutral
3571-DPYUH,positive
7601-GNDYK,positive
0356-OBMAC,neutral
8067-NIOYM,positive
1403-GYAFU,positive
4234-XTNEA,positive
1297-VQDRP,neutral
9282-IZGQK,positive
5348-CAGXB,negative
0621-HJWXJ,neutral
5844-QVTAT,neutral
8905-IAZPF,positive
5394-MEITZ,neutral
6859-QNXIQ,positive
2782-LFZVW,negative
2866-IKBTM,positive
1342-JPNKI,negative
2817-NTQDO,neutral
7129-AZJDE,positive
6986-IJDHX,neutral
2560-PPCHE,neutral
4676-MQUEA,positive
8138-EALND,negative
3580-HYCSP,positive
1352-HNSAW,positive
2075-PUEPR,positive
1982-FEBTD,neutral
5301-GAUUY,neutral
5791-KAJFD,negative
2654-VBVPB,negative
1154-HYWWO,negative
2501-XWWTZ,positive
3716-UVSPD,positive
6815-ABQFQ,negative
7343-EOBEU,neutral
3701-SFMUH,positive
6103-LIANB,positive
7319-VENRZ,neutral
5846-NEQVZ,negative
6967-QIQRV,positive
5781-RFZRP,positive
0939-YAPAF,neutral
0308-IVGOK,positive
7293-LSCDV,positive
7025-WCBNE,neutral
5756-JYOJT,negative
4710-FDUIZ,positive
6030-REHUX,neutral
9548-LIGTA,neutral
5150-LJNSR,neutral
8270-RKSAP,negative
6522-YRBXD,neutral
2640-LYMOV,neutral
1218-VKFPE,positive
3627-FHKBK,neutral
2865-TCHJW,negative
1423-BMPBQ,negative
2393-DIVAI,neutral
5192-EBGOV,positive
4568-KNYWR,neutral
8752-IMQOS,neutral
0742-LAFQK,positive
0795-LAFGP,neutral
0619-OLYUR,neutral
5512-IDZEI,positive
0459-SPZHJ,negative
0215-BQKGS,positive
9244-ZVAPM,neutral
0719-SYFRB,negative
8208-EUMTE,positive
5172-MIGPM,neutral
1710-RCXUS,positive
0374-FIUCA,neutral
5839-SUYVZ,neutral
5173-ZXXXL,positive
1096-ADRUX,neutral
2001-MCUUW,positive
2731-GJRDG,positive
4723-BEGSG,positive
6516-NKQBO,positive
8672-OAUPW,negative
8207-DMRVL,negative
3419-SNJJD,positive
6543-CPZMK,neutral
4765-OXPPD,neutral
2804-ETQDK,neutral
6689-VRRTK,positive
7138-GIRSH,positive
9396-ZSFLL,negative
6464-KEXXH,neutral
7134-MJPDY,positive
5240-CAOYT,positive
4059-IIEBK,positive
4881-JVQOD,positive
0516-UXRMT,neutral
4851-BQDNX,neutral
5148-HKFIR,neutral
1009-IRMNA,neutral
3003-CMDUU,neutral
5016-IBERQ,negative
6797-UCJHZ,positive
2469-DTSGX,neutral
4554-YGZIH,positive
5099-BAILX,neutral
9931-KGHOA,neutral
1775-KWJKQ,positive
7665-VIGUD,neutral
9411-TPQQV,neutral
7207-RMRDB,negative
7954-MLBUN,positive
2077-DDHJK,neutral
4913-EHYUI,positive
0195-IESCP,positive
9574-BOSMD,positive
4580-TMHJU,negative
0970-ETWGE,negative
4908-XAXAY,neutral
8404-VLQFB,positive
1626-ERCMM,negative
0887-HJGAR,neutral
2391-IPLOP,negative
5644-PDMZC,neutral
3509-GWQGF,negative
9576-ANLXO,positive
2024-BASKD,negative
5845-BZZIB,negative
1140-UKVZG,negative
4160-AMJTL,neutral
5183-SNMJQ,negative
8100-PNJMH,positive
7838-LAZFO,positive
4464-JCOLN,negative
2085-JVGAD,neutral
5650-VDUDS,positive
8095-WANWK,positive
3030-ZKIWL,positive
9565-FLVCG,negative
8755-OGKNA,neutral
2800-VEQXM,positive
7538-GWHML,neutral
5533-RJFTJ,neutral
3859-CVCET,positive
0214-JHPFW,negative
5642-MHDQT,positive
3088-FVYWK,neutral
3276-HDUEG,positive
9092-GDZKO,neutral
0823-HSCDJ,neutral
3729-OWRVL,neutral
2324-AALNO,neutral
0822-GAVAP,positive
5760-IFJOZ,neutral
2826-UWHIS,positive
1448-PWKYE,negative
7501-IWUNG,negative
4957-TREIR,neutral
7251-LJBQN,neutral
8040-MNRTF,positive
1536-HBSWP,positive
5313-FPXWG,positive
0067-DKWBL,neutral
0946-FKYTX,neutral
5076-YVXCM,neutral
8262-COGGB,negative
6663-JOCQO,positive
9620-QJREV,neutral
2276-YDAVZ,positive
2682-KEVRP,negative
2480-JZOSN,positive
0078-XZMHT,positive
5896-NPFWW,negative
9978-HYCIN,positive
8338-QIUNR,negative
1525-LNLOJ,positive
9450-TRJUU,neutral
1766-GKNMI,positive
6942-LBFDP,negative
1456-TWCGB,neutral
7133-VBDCG,positive
7596-ZYWBB,negative
8329-UTMVM,neutral
3014-WJKSM,neutral
3347-YJZZE,negative
1029-QFBEN,neutral
7929-DMBCV,neutral
9661-JALZV,negative
5433-KYGHE,neutral
4312-KFRXN,negative
5575-TPIZQ,negative
0114-IGABW,neutral
9944-AEXBM,negative
1853-ARAAQ,positive
6952-OMNWB,negative
4697-LUPSU,neutral
8434-VGEQQ,neutral
4952-YSOGZ,neutral
1589-AGTLK,positive
5244-IRFIH,positive
6549-YMFAW,neutral
4950-HKQTE,negative
6786-OBWQR,negative
2684-EIWEO,negative
2753-JMMCV,neutral
6439-GTPCA,neutral
6621-YOBKI,neutral
1216-JWVUX,positive
7564-GHCVB,positive
1173-NOEYG,positive
7595-EHCDL,neutral
6647-ZEDXT,positive
2521-NPUZR,negative
1307-TVUFB,neutral
7503-MIOGA,neutral
4381-MHQDC,neutral
6923-JHPMP,positive
5138-WVKYJ,positive
4018-PPNDW,positive
1635-FJFCC,positive
2499-AJYUA,positive
6919-ELBGL,negative
3966-HRMZA,positive
6425-JWTDV,negative
8405-IGQFX,neutral
8224-IVVPA,neutral
9477-LGWQI,neutral
1410-RSCMR,positive
3115-CZMZD,neutral
0139-IVFJG,positive
6683-VLCTZ,neutral
5730-DBDSI,neutral
0030-FNXPP,positive
2189-WWOEW,negative
5684-FJVYR,positive
4013-GUXND,neutral
1894-IGFSG,neutral
7379-POKDZ,negative
1266-NZYUI,neutral
7969-FFOWG,neutral
4718-DHSMV,neutral
5175-WLYXL,positive
7817-OMJNA,positive
8728-SKJLR,negative
3137-NYQQI,negative
7706-DZNKK,neutral
0236-HFWSV,neutral
3900-AQPHZ,positive
5842-POCOP,positive
2037-XJFUP,positive
8823-RLPWL,negative
9505-SQFSW,negative
7314-OXENN,positive
3758-CKOQL,positive
0322-CHQRU,positive
5676-CFLYY,negative
7521-AFHAB,positive
0285-INHLN,positive
4678-DVQEO,positive
5125-CNDSP,neutral
0691-IFBQW,negative
4992-LTJNE,neutral
2202-OUTMO,neutral
0810-BDHAW,neutral
0229-LFJAF,negative
7131-ZQZNK,negative
3442-ZHHCC,positive
5726-CVNYA,neutral
9871-ELEYA,positive
4257-GAESD,neutral
5173-WXOQV,positive
2040-OBMLJ,positive
6286-ZHAOK,neutral
3807-XHCJH,neutral
3009-JWMPU,positive
5671-RQRLP,neutral
1450-GALXR,neutral
8859-AXJZP,neutral
3174-AKMAS,negative
3138-BKYAV,positive
9926-PJHDQ,neutral
7382-DFJTU,neutral
2798-NYLMZ,positive
4289-DTDKW,negative
1820-TQVEV,neutral
2239-JALAW,neutral
4853-RULSV,negative
8098-TDCBU,positive
3551-GAEGL,neutral
4785-NKHCX,neutral
3196-NVXLZ,neutral
6275-YDUVO,neutral
0036-IHMOT,neutral
0115-TFERT,positive
4178-EGMON,positive
4220-TINQT,positive
5318-YKDPV,neutral
7975-TZMLR,neutral
0295-QVKPB,neutral
4335-BSMJS,neutral
2311-QYMUQ,positive
3643-AHCFP,positive
9146-JRIOX,neutral
3104-OWCGK,negative
5337-IIWKZ,positive
9101-BWFSS,positive
9650-VBUOG,neutral
3487-EARAT,negative
2672-TGEFF,neutral
9231-ZJYAM,positive
4250-WAROZ,neutral
8184-WMOFI,positive
6982-SSHFK,positive
6092-QZVPP,positive
4625-LAMOB,positive
0727-BMPLR,negative
0392-BZIUW,positive
1038-ZAGBI,neutral
6549-NNDYT,negative
3027-ZTDHO,positive
0422-OHQHQ,neutral
6916-HIJSE,positive
2316-ESMLS,neutral
9778-OGKQZ,negative
7408-OFWXJ,neutral
6007-TCTST,neutral
2252-NKNSI,neutral
8713-IGZSO,neutral
7905-TVXTA,negative
7695-PKLCZ,neutral
2382-BCKQJ,positive
8374-UULRV,positive
2207-NHRJK,negative
3224-DFQNQ,neutral
5275-PMFUT,positive
4795-UXVCJ,neutral
9777-IQHWP,negative
0947-MUGVO,neutral
9944-HKVVB,positive
4124-MMETB,positive
3671-SHRSP,positive
0979-MOZQI,neutral
2732-ISEZX,neutral
3313-QKNKB,positive
0323-XWWTN,neutral
1937-OTUKY,negative
1573-LGXBA,neutral
1764-VUUMT,neutral
5073-WXOYN,positive
4713-ZBURT,positive
3050-GBUSH,negative
0207-MDKNV,negative
7876-AEHIG,negative
7945-HLKEA,neutral
9342-VNIMQ,negative
9851-KIELU,neutral
3523-BRGUW,neutral
3908-BLSYF,neutral
3199-NPKCN,neutral
5170-PTRKA,negative
4661-NJEUX,neutral
2123-AGEEN,negative
1258-YMZNM,positive
0048-LUMLS,positive
7549-MYGPK,positive
5898-IGSLP,positive
3804-RVTGV,positive
6259-WJQLC,neutral
9227-LUNBG,positive
7997-EASSD,neutral
0730-KOAVE,neutral
8975-SKGRX,neutral
0678-RLHVP,positive
4315-MURBD,positive
2267-FPIMA,neutral
1051-GEJLJ,neutral
9734-YWGEX,neutral
2719-BDAQO,neutral
5285-MVEHD,positive
0379-DJQHR,negative
0781-LKXBR,positive
5543-QDCRY,neutral
0297-RBCSG,positive
4694-PHWFW,positive
0835-JKADZ,positive
1907-UBQFC,positive
7508-SMHXL,neutral
3865-YIOTT,neutral
5993-BQHEA,negative
6024-RUGGH,positive
6513-EECDB,neutral
3956-CJUST,positive
4079-WWQQQ,neutral
6103-BOCOU,negative
5149-TGWDZ,neutral
7471-WNSUF,neutral
8942-DBMHZ,positive
4301-VVZKA,positive
9199-PWQVC,positive
4824-GUCBY,neutral
5393-HJZSM,neutral
7074-IEVOJ,positive
9625-QSTYE,positive
0862-PRCBS,positive
8812-ZRHFP,negative
5146-CBVOE,neutral
0454-OKRCT,positive
5787-KXGIY,positive
4750-ZRXIU,neutral
4198-VFOEA,positive
6630-UJZMY,negative
5709-LVOEQ,neutral
6400-BWQKW,negative
2692-AQCPF,neutral
0347-UBKUZ,neutral
0835-DUUIQ,negative
0811-GSDTP,positive
7567-ECMCM,negative
6115-ZTBFQ,neutral
6353-BRMMA,neutral
6680-WKXRZ,negative
6231-WFGFH,neutral
9904-EHEVJ,neutral
7028-DVOIQ,negative
6169-PPETC,neutral
4208-UFFGW,negative
8584-KMVXD,negative
8467-WYNSR,neutral
0851-DFJKB,negative
5382-SOYZL,neutral
9448-REEVD,positive
3261-CQXOL,negative
8388-FYNPZ,negative
4002-BQWPQ,positive
5651-YLPRD,positive
2826-DXLQO,positive
4378-BZYFP,positive
9489-UTFKA,positive
4849-PYRLQ,positive
9117-SHLZX,positive
9889-TMAHG,neutral
4541-RMRLG,neutral
7764-BDPEE,positive
3429-IFLEM,positive
3158-MOERK,neutral
7294-TMAOP,neutral
5002-GCQFH,negative
0556-FJEGU,negative
8919-FYFQZ,neutral
0604-THJFP,negative
2834-JRTUA,negative
5875-YPQFJ,positive
5879-SESNB,positive
6646-QVXLR,neutral
6461-PPAXN,neutral
3318-ISQFQ,negative
1106-HRLKZ,negative
2483-XSSMZ,negative
8603-IJWDN,neutral
8165-ZJRNM,positive
9369-XFEHK,positive
2604-XVDAM,positive
3717-OFRTN,positive
9046-JBFWA,neutral
3280-NMUVX,negative
1206-EHBDD,positive
8361-LBRDI,positive
4883-KCPZJ,positive
9108-EQPNQ,neutral
7277-KAMWT,neutral
3842-IYKUE,positive
6641-XRPSU,positive
1374-DMZUI,negative
2545-LXYVJ,neutral
3234-VKACU,neutral
8357-EQXFO,positive
1989-PRJHP,negative
8120-JDCAM,negative
8917-FAEMR,positive
7047-YXDMZ,negative
2858-EIMXH,neutral
9524-EGPJC,neutral
6993-OHLXR,neutral
8818-XYFCQ,neutral
6419-ZTTLE,positive
0929-HYQEW,positive
6614-YOLAC,negative
7426-RHZGU,neutral
4065-JJAVA,positive
4695-VADHF,positive
3863-IUBJR,negative
7649-SIJJF,negative
9361-YNQWJ,negative
3748-FVMZZ,positive
9391-TTOYH,negative
1452-XRSJV,neutral
3422-WJOYD,negative
8242-SOQUO,negative
7460-ITWWP,neutral
7147-AYBAA,positive
7868-TMWMZ,negative
4822-RVYBB,neutral
6732-FZUGP,neutral
8436-BJUMM,positive
4184-TJFAN,positive
8329-GWVPJ,neutral
1352-VHKAJ,positive
4145-UQXUQ,positive
2632-TACXW,positive
8146-QQKZH,neutral
1767-CJKBA,neutral
6445-TNRXS,positive
4581-LNWUM,positive
4869-EPIUS,negative
9948-YPTDG,positive
1236-WFCDV,negative
1915-OAKWD,positive
7296-PIXQY,neutral
4883-QICIH,negative
3354-OADJP,positive
3524-WQDSG,neutral
0810-DHDBD,positive
4026-SKKHW,negative
2829-HYVZP,negative
8329-IBCTI,neutral
1271-SJBGZ,positive
3845-JHAMY,positive
7013-PSXHK,positive
5669-SRAIP,neutral
5981-ITEMU,negative
3486-NPGST,neutral
6941-PMGEP,negative
1624-WOIWJ,positive
2074-GKOWZ,negative
0376-YMCJC,negative
6100-FJZDG,neutral
4829-ZLJTK,neutral
1730-VFMWO,positive
7143-BQIBA,negative
3800-LYTRK,neutral
0634-SZPQA,positive
9646-NMHXE,negative
7030-NJVDP,positive
5536-RTPWK,negative
8883-GRDWQ,negative
6166-ILMNY,neutral
3097-NNSPB,neutral
7771-ZONAT,positive
0655-RBDUG,negative
2111-DWYHN,positive
4194-WHFCB,negative
4121-AGSIN,negative
4361-BKAXE,positive
9845-PEEKO,neutral
0455-XFASS,positive
0301-KOBTQ,positive
1751-NCDLI,negative
4367-NUYAO,negative
9878-TNQGW,positive
9170-ARBTB,positive
4441-NIHPT,neutral
8999-BOHSE,positive
7241-AJHFS,neutral
7029-RPUAV,positive
4546-FOKWR,positive
9036-CSKBW,positive
5832-TRLPB,neutral
8590-YFFQO,neutral
8659-IOOPU,negative
1338-CECEE,neutral
7439-DKZTW,positive
4646-QZXTF,negative
4607-CHPCA,positive
9742-XOKTS,neutral
6921-OZMFH,positive
9578-FOMUK,negative
4712-UYOOI,neutral
8824-RWFXJ,neutral
7722-CVFXN,positive
8717-VCTXJ,positive
7363-QTBIW,negative
4159-NAAIX,negative
0971-QIFJK,neutral
9397-TZSHA,neutral
3391-JSQEW,positive
0343-QLUZP,neutral
9763-PDTKK,negative
2176-LVPNX,neutral
7627-JKIAZ,negative
3312-UUMZW,neutral
1271-UODNO,positive
8461-EFQYM,negative
6900-RBKER,negative
6891-JPYFF,neutral
1459-QNFQT,positive
1047-NNCBF,neutral
3696-XRIEN,neutral
